Binary,Integer,Number of Gates,Optimal Network
0010.1111.1111.0011,12275,8,"O = NAND(I1, I4)
I1 = NAND(I2, c)
I2 = NAND(d, I3)
I3 = NAND(b, a)
I4 = NAND(I5)
I5 = NAND(I6, I8)
I6 = NAND(b, I3)"
0010.1111.1111.0100,12276,9,"O = NAND(I1, I10)
I1 = NAND(I2, I7)
I2 = NAND(I3, I6)
I3 = NAND(I4, c)
I4 = NAND(d, I5)
I5 = NAND(c, a)
I6 = NAND(b)
I7 = NAND(a, I4)"
0010.1111.1111.0101,12277,8,"O = NAND(I1, I8)
I1 = NAND(I2, I6)
I2 = NAND(I3, I5)
I3 = NAND(I4, c)
I4 = NAND(d)
I5 = NAND(b)
I6 = NAND(a, I4)"
0010.1111.1111.0110,12278,9,"O = NAND(I1, I11)
I1 = NAND(I2, I8)
I2 = NAND(I3, I5)
I3 = NAND(I4, c)
I4 = NAND(d, c)
I5 = NAND(b, I3)
I8 = NAND(a, I9)"
0010.1111.1111.0111,12279,8,"O = NAND(I1, I10)
I1 = NAND(I2, I8)
I2 = NAND(I3, I5)
I3 = NAND(I4, c)
I4 = NAND(d)
I5 = NAND(b, I3)"
0010.1111.1111.1000,12280,9,"O = NAND(I1, I11)
I1 = NAND(I2, I6)
I2 = NAND(I3, I5)
I3 = NAND(I4, c)
I4 = NAND(d)
I5 = NAND(b)
I6 = NAND(a, I7)
I7 = NAND(I4, I3)"
0010.1111.1111.1001,12281,10,"O = NAND(I1, I12)
I1 = NAND(I2, I6)
I2 = NAND(I3, I5)
I3 = NAND(I4, c)
I4 = NAND(d, c)
I5 = NAND(b)
I6 = NAND(a, I7)
I7 = NAND(I8, I3)
I8 = NAND(d, I4)"
0010.1111.1111.1010,12282,8,"O = NAND(I1, I7)
I1 = NAND(I2, I6)
I2 = NAND(I3, I5)
I3 = NAND(I4, c)
I4 = NAND(d)
I5 = NAND(b)
I6 = NAND(a, d)
I7 = NAND(a, I5)"
0010.1111.1111.1011,12283,8,"O = NAND(I1, I11)
I1 = NAND(I2, I5)
I2 = NAND(I3, I6)
I3 = NAND(I4, c)
I4 = NAND(d, I5)
I5 = NAND(a, d)
I6 = NAND(b, I3)"
0010.1111.1111.1100,12284,8,"O = NAND(I1, I8)
I1 = NAND(I2, I5)
I2 = NAND(I3, I6)
I3 = NAND(I4, c)
I4 = NAND(d, I5)
I5 = NAND(a, b)
I6 = NAND(b)"
0010.1111.1111.1101,12285,8,"O = NAND(I1, I7)
I1 = NAND(I2, I6)
I2 = NAND(I3, I5)
I3 = NAND(I4, c)
I4 = NAND(d)
I5 = NAND(b)
I6 = NAND(a, b)
I7 = NAND(a, I3)"
0010.1111.1111.1110,12286,8,"O = NAND(I1, I5)
I1 = NAND(I2, c)
I2 = NAND(d, I3)
I3 = NAND(a, I4)
I4 = NAND(b)
I5 = NAND(I6, I10)
I6 = NAND(I4, I3)"
0010.1111.1111.1111,12287,7,"O = NAND(I1, I3)
I1 = NAND(I2, c)
I2 = NAND(d)
I3 = NAND(I4)
I4 = NAND(I5, I6)
I5 = NAND(b)
I6 = NAND(a)"
0011.1100.1100.0001,15553,11,"O = NAND(I1, I13)
I1 = NAND(I2, I8)
I2 = NAND(b, I3)
I3 = NAND(I4, I6)
I4 = NAND(I5, a)
I5 = NAND(d, c)
I6 = NAND(I7, c)
I7 = NAND(a, c)
I8 = NAND(I6, I11)"
0011.1100.1100.0010,15554,10,"O = NAND(I1, I21)
I1 = NAND(I2, I3)
I2 = NAND(b, I3)
I3 = NAND(I4, I6)
I4 = NAND(I5, c)
I5 = NAND(a, I6)
I6 = NAND(a, I7)
I7 = NAND(c, I8)
I8 = NAND(b, d)"
0011.1100.1100.0100,15556,11,"O = NAND(I1, I18)
I1 = NAND(I2, I6)
I2 = NAND(b, I3)
I3 = NAND(I4, I7)
I4 = NAND(I5, a)
I5 = NAND(d, I6)
I6 = NAND(I7, I9)
I7 = NAND(I8, c)
I8 = NAND(a, c)
I9 = NAND(a, I8)"
0011.1100.1100.0101,15557,11,"O = NAND(I1, I13)
I1 = NAND(I2, I8)
I2 = NAND(b, I3)
I3 = NAND(I4, I6)
I4 = NAND(I5, a)
I5 = NAND(d)
I6 = NAND(I7, c)
I7 = NAND(a, c)
I8 = NAND(I6, I11)"
0011.1100.1100.0110,15558,10,"O = NAND(I1, I12)
I1 = NAND(I2, c)
I2 = NAND(I3, c)
I3 = NAND(I4, I6)
I4 = NAND(b, I5)
I5 = NAND(a, I6)
I6 = NAND(a, I7)
I7 = NAND(b, I8)
I8 = NAND(d)"
0011.1100.1100.0111,15559,10,"O = NAND(I1, I3)
I1 = NAND(I2, I5)
I2 = NAND(b, I3)
I3 = NAND(b, I4)
I4 = NAND(I5, I10)
I5 = NAND(I6, I8)
I6 = NAND(I7, c)
I7 = NAND(a, c)
I8 = NAND(a, I7)"
0011.1100.1100.1000,15560,10,"O = NAND(I1, I9)
I1 = NAND(I2, c)
I2 = NAND(I3, c)
I3 = NAND(I4, I6)
I4 = NAND(b, I5)
I5 = NAND(a, d)
I6 = NAND(a, I7)
I7 = NAND(b, I8)
I8 = NAND(c)
I9 = NAND(I3, I2)"
0011.1100.1100.1001,15561,9,"O = NAND(I1, I8)
I1 = NAND(I2, c)
I2 = NAND(I3, c)
I3 = NAND(I4, I6)
I4 = NAND(b, I5)
I5 = NAND(a, d)
I6 = NAND(a, I7)
I7 = NAND(b)
I8 = NAND(I3, I2)"
0011.1100.1100.1010,15562,10,"O = NAND(I1, I12)
I1 = NAND(I2, I7)
I2 = NAND(b, I3)
I3 = NAND(I4, I5)
I4 = NAND(d, a)
I5 = NAND(I6, c)
I6 = NAND(a, c)
I7 = NAND(I5, I10)"
0011.1100.1100.1011,15563,10,"O = NAND(I1, I17)
I1 = NAND(I2, I5)
I2 = NAND(b, I3)
I3 = NAND(I4, I6)
I4 = NAND(d, I5)
I5 = NAND(I6, I8)
I6 = NAND(I7, c)
I7 = NAND(a, c)
I8 = NAND(a, I7)"
0011.1100.1100.1101,15565,9,"O = NAND(I1, I8)
I1 = NAND(I2, c)
I2 = NAND(I3, c)
I3 = NAND(I4, I6)
I4 = NAND(b, I5)
I5 = NAND(a, c)
I6 = NAND(a, I7)
I7 = NAND(b, d)
I8 = NAND(I3, I2)"
0011.1100.1100.1110,15566,10,"O = NAND(I1, I10)
I1 = NAND(I2, I3)
I2 = NAND(b, c)
I3 = NAND(I4, I6)
I4 = NAND(I5, c)
I5 = NAND(a, I6)
I6 = NAND(b, I7)
I7 = NAND(d, a)"
0011.1100.1101.0100,15572,11,"O = NAND(I1, I15)
I1 = NAND(I2, I9)
I2 = NAND(b, I3)
I3 = NAND(I4, I6)
I4 = NAND(a, I5)
I5 = NAND(d)
I6 = NAND(I4, c)
I9 = NAND(I6, I13)"
0011.1100.1101.0101,15573,11,"O = NAND(I1, I15)
I1 = NAND(I2, I8)
I2 = NAND(b, I3)
I3 = NAND(I4, I6)
I4 = NAND(a, I5)
I5 = NAND(d, a)
I6 = NAND(c, I5)
I8 = NAND(I9, I12)
I9 = NAND(I4, c)"
0011.1100.1101.0110,15574,11,"O = NAND(I1, I16)
I1 = NAND(I2, I3)
I2 = NAND(b)
I3 = NAND(I4, I8)
I4 = NAND(I5, I9)
I5 = NAND(I6, c)
I6 = NAND(I7, c)
I7 = NAND(a, I8)
I8 = NAND(d, a)
I9 = NAND(I6, I7)"
0011.1100.1101.0111,15575,10,"O = NAND(I1, I8)
I1 = NAND(I2, I7)
I2 = NAND(I3, I5)
I3 = NAND(I4, c)
I4 = NAND(b, c)
I5 = NAND(b, I4)
I7 = NAND(a, I8)
I8 = NAND(a, I9)
I9 = NAND(I2, I15)"
0011.1100.1101.1000,15576,10,"O = NAND(I1, I13)
I1 = NAND(I2, I7)
I2 = NAND(I3, I7)
I3 = NAND(I4, I5)
I4 = NAND(b)
I5 = NAND(a, I6)
I6 = NAND(a, d)
I7 = NAND(I8, I6)
I8 = NAND(c)"
0011.1100.1101.1001,15577,10,"O = NAND(I1, I8)
I1 = NAND(I2, c)
I2 = NAND(I3, I8)
I3 = NAND(I4, I6)
I4 = NAND(b, I5)
I5 = NAND(a, d)
I6 = NAND(a, I7)
I7 = NAND(b)
I8 = NAND(I3, I14)"
0011.1100.1101.1010,15578,11,"O = NAND(I1, I19)
I1 = NAND(I2, I10)
I2 = NAND(b, I3)
I3 = NAND(I4, I5)
I4 = NAND(a, d)
I5 = NAND(I6, c)
I6 = NAND(a, I7)
I7 = NAND(a, I8)
I8 = NAND(c, I4)
I10 = NAND(I5, I7)"
0011.1100.1101.1011,15579,10,"O = NAND(I1, I9)
I1 = NAND(I2, c)
I2 = NAND(I3, I5)
I3 = NAND(I4, I6)
I4 = NAND(b, I5)
I5 = NAND(a, d)
I6 = NAND(a, I7)
I7 = NAND(b, a)
I9 = NAND(I3, I15)"
0011.1100.1101.1100,15580,8,"O = NAND(I1, I7)
I1 = NAND(I2, c)
I2 = NAND(I3, c)
I3 = NAND(I4, I5)
I4 = NAND(b)
I5 = NAND(a, I6)
I6 = NAND(c, d)
I7 = NAND(I3, I2)"
0011.1100.1101.1101,15581,9,"O = NAND(I1, I8)
I1 = NAND(I2, c)
I2 = NAND(I3, c)
I3 = NAND(I4, I6)
I4 = NAND(b, I5)
I5 = NAND(a)
I6 = NAND(a, I7)
I7 = NAND(c, d)
I8 = NAND(I3, I2)"
0011.1100.1101.1110,15582,10,"O = NAND(I1, I11)
I1 = NAND(I2, I3)
I2 = NAND(b, c)
I3 = NAND(I4, I7)
I4 = NAND(I5, c)
I5 = NAND(a, I6)
I6 = NAND(d)
I7 = NAND(b, I4)"
0011.1100.1101.1111,15583,9,"O = NAND(I1, I9)
I1 = NAND(I2, I7)
I2 = NAND(I3, I5)
I3 = NAND(I4, c)
I4 = NAND(b, c)
I5 = NAND(b, I4)
I7 = NAND(a, I8)
I8 = NAND(d)"
0011.1100.1110.1000,15592,10,"O = NAND(I1, I12)
I1 = NAND(I2, I7)
I2 = NAND(b, I3)
I3 = NAND(I4, I5)
I4 = NAND(a, d)
I5 = NAND(I4, c)
I7 = NAND(I5, I10)"
0011.1100.1110.1001,15593,11,"O = NAND(I1, I17)
I1 = NAND(I2, I5)
I2 = NAND(b, I3)
I3 = NAND(I4, I6)
I4 = NAND(I5, d)
I5 = NAND(I6, I8)
I6 = NAND(I7, c)
I7 = NAND(a, d)
I8 = NAND(a, I9)
I9 = NAND(c)"
0011.1100.1110.1010,15594,10,"O = NAND(I1, I9)
I1 = NAND(I2, I5)
I2 = NAND(I3, I6)
I3 = NAND(I4, c)
I4 = NAND(b, I5)
I5 = NAND(a, d)
I6 = NAND(b, I7)
I7 = NAND(c)
I9 = NAND(a, I10)"
0011.1100.1110.1011,15595,9,"O = NAND(I1, I8)
I1 = NAND(I2, I7)
I2 = NAND(I3, I5)
I3 = NAND(I4, c)
I4 = NAND(b, c)
I5 = NAND(b, I4)
I7 = NAND(a, d)
I8 = NAND(a, I9)"
0011.1100.1110.1100,15596,9,"O = NAND(I1, I7)
I1 = NAND(I2, I3)
I2 = NAND(b, c)
I3 = NAND(I4, I6)
I4 = NAND(I5, c)
I5 = NAND(a, d)
I6 = NAND(b)
I7 = NAND(a, I8)
I8 = NAND(c)"
0011.1100.1110.1101,15597,9,"O = NAND(I1, I9)
I1 = NAND(I2, I3)
I2 = NAND(b, c)
I3 = NAND(I4, I6)
I4 = NAND(I5, c)
I5 = NAND(a, d)
I6 = NAND(b, I4)"
0011.1100.1110.1110,15598,9,"O = NAND(I1, I7)
I1 = NAND(I2, I3)
I2 = NAND(b, c)
I3 = NAND(I4, I6)
I4 = NAND(I5, c)
I5 = NAND(a)
I6 = NAND(b)
I7 = NAND(a, I8)
I8 = NAND(c, d)"
0011.1100.1110.1111,15599,8,"O = NAND(I1, I8)
I1 = NAND(I2, I7)
I2 = NAND(I3, I5)
I3 = NAND(I4, c)
I4 = NAND(b, c)
I5 = NAND(b, I4)
I7 = NAND(a, d)"
0011.1100.1111.1101,15613,8,"O = NAND(I1, I6)
I1 = NAND(I2, c)
I2 = NAND(b, I3)
I3 = NAND(a, I4)
I4 = NAND(c, I5)
I5 = NAND(a, d)
I6 = NAND(I7, I4)
I7 = NAND(I3, I2)"
0011.1100.1111.1110,15614,8,"O = NAND(I1, I3)
I1 = NAND(I2, c)
I2 = NAND(b, c)
I3 = NAND(I4)
I4 = NAND(I5, I7)
I5 = NAND(a, I6)
I6 = NAND(d, b)
I7 = NAND(b, I2)"
0011.1101.1101.0100,15828,12,"O = NAND(I1, I17)
I1 = NAND(I2, I9)
I2 = NAND(b, I3)
I3 = NAND(I4, I7)
I4 = NAND(c, I5)
I5 = NAND(d, I6)
I6 = NAND(d, a)
I7 = NAND(a, I6)
I9 = NAND(I10, I13)
I10 = NAND(I7, c)"
0011.1101.1101.0101,15829,11,"O = NAND(I1, I15)
I1 = NAND(I2, I8)
I2 = NAND(b, I3)
I3 = NAND(I4, I6)
I4 = NAND(c, I5)
I5 = NAND(d)
I6 = NAND(a, I5)
I8 = NAND(I9, I12)
I9 = NAND(I6, c)"
0011.1101.1101.0110,15830,12,"O = NAND(I1, I3)
I1 = NAND(I2, I5)
I2 = NAND(b, I3)
I3 = NAND(b, I4)
I4 = NAND(I5, I11)
I5 = NAND(I6, I9)
I6 = NAND(I7, c)
I7 = NAND(a, I8)
I8 = NAND(d)
I9 = NAND(a, I10)
I10 = NAND(c, a)
I11 = NAND(d, I10)"
0011.1101.1101.0111,15831,11,"O = NAND(I1, I3)
I1 = NAND(I2, I5)
I2 = NAND(b, I3)
I3 = NAND(b, I4)
I4 = NAND(I5, I10)
I5 = NAND(I6, I8)
I6 = NAND(I7, c)
I7 = NAND(a, I8)
I8 = NAND(a, I9)
I9 = NAND(c, I10)
I10 = NAND(d)"
0011.1101.1101.1000,15832,11,"O = NAND(I1, I15)
I1 = NAND(I2, I7)
I2 = NAND(I3, I7)
I3 = NAND(I4, I5)
I4 = NAND(b)
I5 = NAND(a, I6)
I6 = NAND(a, d)
I7 = NAND(I8, I6)
I8 = NAND(c, I9)
I9 = NAND(d, b)"
0011.1101.1101.1001,15833,10,"O = NAND(I1, I9)
I1 = NAND(I2, c)
I2 = NAND(I3, I7)
I3 = NAND(I4, I6)
I4 = NAND(b, I5)
I5 = NAND(a, d)
I6 = NAND(a, I7)
I7 = NAND(b, d)
I9 = NAND(I3, I15)"
0011.1101.1101.1010,15834,12,"O = NAND(I1, I18)
I1 = NAND(I2, I9)
I2 = NAND(b, I3)
I3 = NAND(d, I4)
I4 = NAND(a, I5)
I5 = NAND(c, I6)
I6 = NAND(I7, c)
I7 = NAND(a, I8)
I8 = NAND(d)
I9 = NAND(I6, I4)"
0011.1101.1101.1011,15835,11,"O = NAND(I1, I9)
I1 = NAND(I2, c)
I2 = NAND(I3, I8)
I3 = NAND(I4, I6)
I4 = NAND(b, I5)
I5 = NAND(a, d)
I6 = NAND(a, I7)
I7 = NAND(b, a)
I8 = NAND(d)
I9 = NAND(I3, I15)"
0011.1101.1101.1100,15836,10,"O = NAND(I1, I6)
I1 = NAND(I2, c)
I2 = NAND(I3, I6)
I3 = NAND(I4, I5)
I4 = NAND(b)
I5 = NAND(a)
I6 = NAND(I3, I10)"
0011.1101.1101.1101,15837,8,"O = NAND(I1, I8)
I1 = NAND(I2, c)
I2 = NAND(I3, c)
I3 = NAND(I4, I6)
I4 = NAND(b, I5)
I5 = NAND(c, d)
I6 = NAND(a, I5)"
0011.1101.1101.1110,15838,11,"O = NAND(I1, I15)
I1 = NAND(I2, I7)
I2 = NAND(b, I3)
I3 = NAND(b, I4)
I4 = NAND(I5, c)
I5 = NAND(a, I6)
I6 = NAND(c, d)
I7 = NAND(I4, I3)"
0011.1101.1101.1111,15839,10,"O = NAND(I1, I13)
I1 = NAND(I2, I4)
I2 = NAND(b, I3)
I3 = NAND(d)
I4 = NAND(I5, I7)
I5 = NAND(I6, c)
I6 = NAND(a, I7)
I7 = NAND(a, I8)
I8 = NAND(c, I3)"
0011.1101.1110.1000,15848,11,"O = NAND(I1, I13)
I1 = NAND(I2, I7)
I2 = NAND(b, I3)
I3 = NAND(I4, I6)
I4 = NAND(c, I5)
I5 = NAND(d, b)
I6 = NAND(a, d)
I7 = NAND(I8, I10)
I8 = NAND(I6, c)
I10 = NAND(a, I4)"
0011.1101.1110.1001,15849,11,"O = NAND(I1, I9)
I1 = NAND(I2, I4)
I2 = NAND(b, I3)
I3 = NAND(c, d)
I4 = NAND(I5, I7)
I5 = NAND(I6, c)
I6 = NAND(a, d)
I7 = NAND(a, I3)
I9 = NAND(b, I10)
I10 = NAND(I4, I16)"
0011.1101.1110.1010,15850,11,"O = NAND(I1, I9)
I1 = NAND(I2, I4)
I2 = NAND(b, I3)
I3 = NAND(d, c)
I4 = NAND(I5, I7)
I5 = NAND(I6, c)
I6 = NAND(a, d)
I7 = NAND(a, I3)
I9 = NAND(I10, I6)
I10 = NAND(I11, I7)"
0011.1101.1110.1011,15851,11,"O = NAND(I1, I9)
I1 = NAND(I2, I4)
I2 = NAND(b, I3)
I3 = NAND(c, d)
I4 = NAND(I5, I7)
I5 = NAND(I6, c)
I6 = NAND(a, d)
I7 = NAND(a, I3)
I9 = NAND(b, I10)
I10 = NAND(I4, I16)"
0011.1101.1110.1100,15852,9,"O = NAND(I1, I9)
I1 = NAND(I2, c)
I2 = NAND(I3, c)
I3 = NAND(I4, I6)
I4 = NAND(b, I5)
I5 = NAND(d, c)
I6 = NAND(a, I7)
I7 = NAND(I5, c)"
0011.1101.1110.1101,15853,9,"O = NAND(I1, I9)
I1 = NAND(I2, I4)
I2 = NAND(b, I3)
I3 = NAND(c, d)
I4 = NAND(I5, I7)
I5 = NAND(I6, c)
I6 = NAND(a, d)
I7 = NAND(a, I3)"
0011.1101.1110.1110,15854,10,"O = NAND(I1, I9)
I1 = NAND(I2, I4)
I2 = NAND(b, I3)
I3 = NAND(c, d)
I4 = NAND(I5, I7)
I5 = NAND(I6, c)
I6 = NAND(a, d)
I7 = NAND(a, I3)
I9 = NAND(b, I10)"
0011.1101.1110.1111,15855,9,"O = NAND(I1, I9)
I1 = NAND(I2, I4)
I2 = NAND(b, I3)
I3 = NAND(c, d)
I4 = NAND(I5, I7)
I5 = NAND(I6, c)
I6 = NAND(a)
I7 = NAND(a, I3)"
0011.1101.1111.1100,15868,8,"O = NAND(I1, I3)
I1 = NAND(I2, c)
I2 = NAND(b)
I3 = NAND(I4, I7)
I4 = NAND(I5, I2)
I5 = NAND(a)
I7 = NAND(c, I8)"
0011.1101.1111.1101,15869,8,"O = NAND(I1, I4)
I1 = NAND(I2, c)
I2 = NAND(b, I3)
I3 = NAND(c, d)
I4 = NAND(I5, I9)
I5 = NAND(I6, I2)
I6 = NAND(a)"
0011.1101.1111.1110,15870,10,"O = NAND(I1, I7)
I1 = NAND(I2, c)
I2 = NAND(b, I3)
I3 = NAND(a, I4)
I4 = NAND(b, I5)
I5 = NAND(c, I6)
I6 = NAND(d)
I7 = NAND(I8, I16)
I8 = NAND(I3, I4)"
0011.1101.1111.1111,15871,8,"O = NAND(I1, I4)
I1 = NAND(I2, c)
I2 = NAND(b, I3)
I3 = NAND(c, d)
I4 = NAND(I5, I9)
I5 = NAND(I6, I2)
I6 = NAND(a)"
0011.1110.1110.1000,16104,11,"O = NAND(I1, I16)
I1 = NAND(I2, I5)
I2 = NAND(b, I3)
I3 = NAND(I4, I7)
I4 = NAND(I5, d)
I5 = NAND(I6, I8)
I6 = NAND(I7, c)
I7 = NAND(a, c)
I8 = NAND(a, I9)
I9 = NAND(c, d)"
0011.1110.1110.1001,16105,12,"O = NAND(I1, I3)
I1 = NAND(I2, I5)
I2 = NAND(b, I3)
I3 = NAND(b, I4)
I4 = NAND(I5, I10)
I5 = NAND(I6, I8)
I6 = NAND(I7, c)
I7 = NAND(a, d)
I8 = NAND(a, I9)
I9 = NAND(c, a)
I10 = NAND(I11, I9)
I11 = NAND(d)"
0011.1110.1110.1010,16106,10,"O = NAND(I1, I11)
I1 = NAND(I2, I6)
I2 = NAND(b, I3)
I3 = NAND(I4, I5)
I4 = NAND(c, d)
I5 = NAND(a, d)
I6 = NAND(I7, I9)
I7 = NAND(I5, c)
I9 = NAND(a, I4)"
0011.1110.1110.1011,16107,10,"O = NAND(I1, I8)
I1 = NAND(I2, I3)
I2 = NAND(b, d)
I3 = NAND(I4, I6)
I4 = NAND(I5, c)
I5 = NAND(a, d)
I6 = NAND(a, I7)
I7 = NAND(c)
I8 = NAND(b, I9)
I9 = NAND(I3)"
0011.1110.1110.1100,16108,10,"O = NAND(I1, I11)
I1 = NAND(I2, I6)
I2 = NAND(b, I3)
I3 = NAND(I4, I5)
I4 = NAND(c, d)
I5 = NAND(a, c)
I6 = NAND(I7, I9)
I7 = NAND(I5, c)
I9 = NAND(a, I4)"
0011.1110.1110.1101,16109,10,"O = NAND(I1, I12)
I1 = NAND(I2, I7)
I2 = NAND(b, I3)
I3 = NAND(I4, I5)
I4 = NAND(c, d)
I5 = NAND(a, I4)
I7 = NAND(I8, I5)
I8 = NAND(I9, c)
I9 = NAND(a, d)"
0011.1110.1110.1110,16110,8,"O = NAND(I1, I6)
I1 = NAND(I2, c)
I2 = NAND(d, I3)
I3 = NAND(I4, I5)
I4 = NAND(b)
I5 = NAND(a)
I6 = NAND(I3, I10)"
0011.1110.1110.1111,16111,9,"O = NAND(I1, I8)
I1 = NAND(I2, I3)
I2 = NAND(b, d)
I3 = NAND(I4, I6)
I4 = NAND(I5, c)
I5 = NAND(a, d)
I6 = NAND(a, I7)
I7 = NAND(c)
I8 = NAND(b, I4)"
0011.1110.1111.1100,16124,9,"O = NAND(I1, I3)
I1 = NAND(I2, c)
I2 = NAND(b, I3)
I3 = NAND(I4, I8)
I4 = NAND(I5, I6)
I5 = NAND(a)
I6 = NAND(b, I7)
I7 = NAND(c, d)
I8 = NAND(a, c)"
0011.1110.1111.1101,16125,9,"O = NAND(I1, I6)
I1 = NAND(I2, c)
I2 = NAND(b, I3)
I3 = NAND(a, I4)
I4 = NAND(b, I5)
I5 = NAND(c, d)
I6 = NAND(I7, I13)
I7 = NAND(I3, I4)"
0011.1110.1111.1110,16126,7,"O = NAND(I1, I3)
I1 = NAND(I2, c)
I2 = NAND(b)
I3 = NAND(I4, I7)
I4 = NAND(I5, I2)
I5 = NAND(a)"
0011.1110.1111.1111,16127,7,"O = NAND(I1, I4)
I1 = NAND(I2, c)
I2 = NAND(b, I3)
I3 = NAND(a)
I4 = NAND(I5, I9)
I5 = NAND(I3, I2)"
0011.1111.1111.1101,16381,8,"O = NAND(I1, I4)
I1 = NAND(I2, c)
I2 = NAND(a, I3)
I3 = NAND(b, d)
I4 = NAND(I5, I9)
I5 = NAND(I6, I2)
I6 = NAND(b)"
0011.1111.1111.1110,16382,8,"O = NAND(I1, I3)
I1 = NAND(I2, c)
I2 = NAND(a, c)
I3 = NAND(I4)
I4 = NAND(I5, I7)
I5 = NAND(b, I2)
I7 = NAND(a, I8)"
0110.1000.1000.0000,26752,14,"O = NAND(I1)
I1 = NAND(I2, I17)
I2 = NAND(c, I3)
I3 = NAND(I4, I12)
I4 = NAND(I5, I6)
I5 = NAND(a, I6)
I6 = NAND(I7, I8)
I7 = NAND(d)
I8 = NAND(b)
I12 = NAND(a, I5)"
0110.1000.1000.0001,26753,14,"O = NAND(I1, I28)
I1 = NAND(I2, I8)
I2 = NAND(I3, I8)
I3 = NAND(I4, I6)
I4 = NAND(c, I5)
I5 = NAND(d, a)
I6 = NAND(b, I5)
I8 = NAND(I9, I12)
I9 = NAND(I10, d)
I10 = NAND(a, I11)
I11 = NAND(b, c)
I12 = NAND(I13, I5)
I13 = NAND(I10, I11)"
0110.1000.1000.0010,26754,14,"O = NAND(I1)
I1 = NAND(I2, I17)
I2 = NAND(c, I3)
I3 = NAND(I4, I12)
I4 = NAND(I5, I6)
I5 = NAND(a, I6)
I6 = NAND(I7, I8)
I7 = NAND(d)
I8 = NAND(b)
I12 = NAND(a, I5)"
0110.1000.1000.0011,26755,14,"O = NAND(I1)
I1 = NAND(I2, I20)
I2 = NAND(c, I3)
I3 = NAND(I4, I14)
I4 = NAND(I5, I6)
I5 = NAND(a, I6)
I6 = NAND(I7, I9)
I7 = NAND(d, I8)
I8 = NAND(b, d)
I9 = NAND(b)"
0110.1000.1000.0110,26758,13,"O = NAND(I1, I26)
I1 = NAND(I2, I11)
I2 = NAND(I3, I7)
I3 = NAND(I4, d)
I4 = NAND(c, I5)
I5 = NAND(b, I6)
I6 = NAND(b, a)
I7 = NAND(I8, c)
I8 = NAND(d, I9)
I9 = NAND(a, I6)
I11 = NAND(I12, I2)
I12 = NAND(I5, I9)"
0110.1000.1000.0111,26759,14,"O = NAND(I1, I34)
I1 = NAND(I2, I3)
I2 = NAND(c, d)
I3 = NAND(I4, I34)
I4 = NAND(I5, I6)
I5 = NAND(b, I6)
I6 = NAND(I7, I15)
I7 = NAND(I8, I9)
I8 = NAND(a, I9)
I9 = NAND(I10, I11)
I10 = NAND(d)
I11 = NAND(c)"
0110.1000.1000.1000,26760,11,"O = NAND(I1, I18)
I1 = NAND(I2, I7)
I2 = NAND(I3, I5)
I3 = NAND(I4, d)
I4 = NAND(c, d)
I5 = NAND(I4, c)
I7 = NAND(I8, I2)
I8 = NAND(I9, I11)
I9 = NAND(b, I4)"
0110.1000.1000.1001,26761,13,"O = NAND(I1, I20)
I1 = NAND(I2, I8)
I2 = NAND(I3, I5)
I3 = NAND(I4, d)
I4 = NAND(c, d)
I5 = NAND(I6, c)
I6 = NAND(d, I7)
I7 = NAND(a, b)
I8 = NAND(I9, I2)
I9 = NAND(I10, I12)
I10 = NAND(b, I4)
I12 = NAND(a, I4)"
0110.1000.1000.1010,26762,13,"O = NAND(I1, I20)
I1 = NAND(I2, I12)
I2 = NAND(I3, I12)
I3 = NAND(I4, I11)
I4 = NAND(I5, I9)
I5 = NAND(I6, I7)
I6 = NAND(c, I7)
I7 = NAND(b)
I9 = NAND(I10, c)
I10 = NAND(d)
I11 = NAND(a)
I12 = NAND(I10, I6)"
0110.1000.1000.1011,26763,13,"O = NAND(I1, I23)
I1 = NAND(I2, I8)
I2 = NAND(I3, d)
I3 = NAND(I4, I6)
I4 = NAND(c, I5)
I5 = NAND(b, c)
I6 = NAND(b, I5)
I8 = NAND(I9, I6)
I9 = NAND(I10, I11)
I10 = NAND(a, I11)
I11 = NAND(I12, I4)
I12 = NAND(d, I5)"
0110.1000.1000.1110,26766,13,"O = NAND(I1, I13)
I1 = NAND(I2, I7)
I2 = NAND(I3, I5)
I3 = NAND(I4, d)
I4 = NAND(c, d)
I5 = NAND(I4, c)
I7 = NAND(I8, I13)
I8 = NAND(I9, I11)
I9 = NAND(b, I4)
I11 = NAND(a, I4)"
0110.1000.1000.1111,26767,14,"O = NAND(I1, I26)
I1 = NAND(I2, I11)
I2 = NAND(c, I3)
I3 = NAND(I4, I6)
I4 = NAND(I5, d)
I5 = NAND(a, d)
I6 = NAND(I4, I9)
I9 = NAND(c, I10)
I10 = NAND(a)
I11 = NAND(I12, I24)
I12 = NAND(I13, I6)
I13 = NAND(b, I6)"
0110.1000.1001.0110,26774,13,"O = NAND(I1, I24)
I1 = NAND(I2, I14)
I2 = NAND(I3, I14)
I3 = NAND(I4, I6)
I4 = NAND(c, I5)
I5 = NAND(b, I6)
I6 = NAND(b, I7)
I7 = NAND(c, I8)
I8 = NAND(I9, d)
I9 = NAND(a, d)"
